mix_path,voice_path,noise_path,duration
train\mix\4664115b312e4b1e94584bf04c44faa6\mix.wav,train\source\4664115b312e4b1e94584bf04c44faa6\1.wav,train\source\4664115b312e4b1e94584bf04c44faa6\2.wav,15.0
train\mix\46a1f0cf7f764ae28434ea3cb6d49ced\mix.wav,train\source\46a1f0cf7f764ae28434ea3cb6d49ced\1.wav,train\source\46a1f0cf7f764ae28434ea3cb6d49ced\2.wav,15.0
train\mix\46c02efbfc1746e09a6381644c156288\mix.wav,train\source\46c02efbfc1746e09a6381644c156288\1.wav,train\source\46c02efbfc1746e09a6381644c156288\2.wav,15.0
train\mix\46c139df58cc47799ad9ec19fb6704dd\mix.wav,train\source\46c139df58cc47799ad9ec19fb6704dd\1.wav,train\source\46c139df58cc47799ad9ec19fb6704dd\2.wav,15.0
train\mix\4717cbb569284902b16721369835208e\mix.wav,train\source\4717cbb569284902b16721369835208e\1.wav,train\source\4717cbb569284902b16721369835208e\2.wav,15.0
train\mix\478bb7d8010b4b1aaefc314abda48e26\mix.wav,train\source\478bb7d8010b4b1aaefc314abda48e26\1.wav,train\source\478bb7d8010b4b1aaefc314abda48e26\2.wav,15.0
train\mix\47aeff3be0e44668bfe1be7ced562a32\mix.wav,train\source\47aeff3be0e44668bfe1be7ced562a32\1.wav,train\source\47aeff3be0e44668bfe1be7ced562a32\2.wav,15.0
train\mix\47ec7ffcc3b849ba92d5a040c6d29b79\mix.wav,train\source\47ec7ffcc3b849ba92d5a040c6d29b79\1.wav,train\source\47ec7ffcc3b849ba92d5a040c6d29b79\2.wav,15.0
train\mix\482a98799b1a4902bab1fa75df2cb402\mix.wav,train\source\482a98799b1a4902bab1fa75df2cb402\1.wav,train\source\482a98799b1a4902bab1fa75df2cb402\2.wav,15.0
train\mix\484c75118faa48a99c0e01f54e92f67c\mix.wav,train\source\484c75118faa48a99c0e01f54e92f67c\1.wav,train\source\484c75118faa48a99c0e01f54e92f67c\2.wav,15.0
train\mix\48c8adb8b0d74092b0b5e7c90e156ad8\mix.wav,train\source\48c8adb8b0d74092b0b5e7c90e156ad8\1.wav,train\source\48c8adb8b0d74092b0b5e7c90e156ad8\2.wav,15.0
train\mix\48d167f1f21e46cdba1a552804bcfffa\mix.wav,train\source\48d167f1f21e46cdba1a552804bcfffa\1.wav,train\source\48d167f1f21e46cdba1a552804bcfffa\2.wav,15.0
train\mix\48f2b489e0c049029a954b18f65f2018\mix.wav,train\source\48f2b489e0c049029a954b18f65f2018\1.wav,train\source\48f2b489e0c049029a954b18f65f2018\2.wav,15.0
train\mix\497210166817415d8235782a74f21558\mix.wav,train\source\497210166817415d8235782a74f21558\1.wav,train\source\497210166817415d8235782a74f21558\2.wav,15.0
train\mix\497a92775bed4aeda75a28f498dd8e78\mix.wav,train\source\497a92775bed4aeda75a28f498dd8e78\1.wav,train\source\497a92775bed4aeda75a28f498dd8e78\2.wav,15.0
train\mix\498b08c4543d41d4b5e753d1f7f9199b\mix.wav,train\source\498b08c4543d41d4b5e753d1f7f9199b\1.wav,train\source\498b08c4543d41d4b5e753d1f7f9199b\2.wav,15.0
train\mix\49ba26b928ee41f3ad5a9c15650859a0\mix.wav,train\source\49ba26b928ee41f3ad5a9c15650859a0\1.wav,train\source\49ba26b928ee41f3ad5a9c15650859a0\2.wav,15.0
train\mix\4aa8a163209a4a6d9472c776e08f519a\mix.wav,train\source\4aa8a163209a4a6d9472c776e08f519a\1.wav,train\source\4aa8a163209a4a6d9472c776e08f519a\2.wav,15.0
train\mix\4b17d2e5948b4bb3a84001a12a48c871\mix.wav,train\source\4b17d2e5948b4bb3a84001a12a48c871\1.wav,train\source\4b17d2e5948b4bb3a84001a12a48c871\2.wav,15.0
train\mix\4b182ec3cf1a451e91b2dc38055a7716\mix.wav,train\source\4b182ec3cf1a451e91b2dc38055a7716\1.wav,train\source\4b182ec3cf1a451e91b2dc38055a7716\2.wav,15.0
train\mix\4bc3625997464f7ca10383a5b3d9e848\mix.wav,train\source\4bc3625997464f7ca10383a5b3d9e848\1.wav,train\source\4bc3625997464f7ca10383a5b3d9e848\2.wav,15.0
train\mix\4bf59e7bfb0e47759669955915ae75d5\mix.wav,train\source\4bf59e7bfb0e47759669955915ae75d5\1.wav,train\source\4bf59e7bfb0e47759669955915ae75d5\2.wav,15.0
train\mix\4c0ab8997d334e79bb0020e02fdf1fca\mix.wav,train\source\4c0ab8997d334e79bb0020e02fdf1fca\1.wav,train\source\4c0ab8997d334e79bb0020e02fdf1fca\2.wav,15.0
train\mix\4c207b5d0bf148ef8c0e9cf9347fdc4f\mix.wav,train\source\4c207b5d0bf148ef8c0e9cf9347fdc4f\1.wav,train\source\4c207b5d0bf148ef8c0e9cf9347fdc4f\2.wav,15.0
train\mix\4d07459f78d8473c92c655a0e4f21946\mix.wav,train\source\4d07459f78d8473c92c655a0e4f21946\1.wav,train\source\4d07459f78d8473c92c655a0e4f21946\2.wav,15.0
train\mix\4d4aca8681e24a33add29adad791abc8\mix.wav,train\source\4d4aca8681e24a33add29adad791abc8\1.wav,train\source\4d4aca8681e24a33add29adad791abc8\2.wav,15.0
train\mix\4d81b29f0c28411899bcd044d3780768\mix.wav,train\source\4d81b29f0c28411899bcd044d3780768\1.wav,train\source\4d81b29f0c28411899bcd044d3780768\2.wav,15.0
train\mix\4dbcc4a65a5045e5bdc589bbbc216be1\mix.wav,train\source\4dbcc4a65a5045e5bdc589bbbc216be1\1.wav,train\source\4dbcc4a65a5045e5bdc589bbbc216be1\2.wav,15.0
train\mix\4dca11e75e7540c18bdf56467ed1a7f7\mix.wav,train\source\4dca11e75e7540c18bdf56467ed1a7f7\1.wav,train\source\4dca11e75e7540c18bdf56467ed1a7f7\2.wav,15.0
train\mix\4de443cdb81845eb9b9d8193c64aac75\mix.wav,train\source\4de443cdb81845eb9b9d8193c64aac75\1.wav,train\source\4de443cdb81845eb9b9d8193c64aac75\2.wav,15.0
train\mix\4e3b13dbd242435192e953469bb79a09\mix.wav,train\source\4e3b13dbd242435192e953469bb79a09\1.wav,train\source\4e3b13dbd242435192e953469bb79a09\2.wav,15.0
train\mix\4ef98f6028f9459e9c77c60bda88dfc2\mix.wav,train\source\4ef98f6028f9459e9c77c60bda88dfc2\1.wav,train\source\4ef98f6028f9459e9c77c60bda88dfc2\2.wav,15.0
train\mix\4f0d04716cde4610ad2089d4f0a2b436\mix.wav,train\source\4f0d04716cde4610ad2089d4f0a2b436\1.wav,train\source\4f0d04716cde4610ad2089d4f0a2b436\2.wav,15.0
train\mix\4f1248e2dbd9436c88320c71b8d0f4e5\mix.wav,train\source\4f1248e2dbd9436c88320c71b8d0f4e5\1.wav,train\source\4f1248e2dbd9436c88320c71b8d0f4e5\2.wav,15.0
train\mix\4fa9e9fb706a45e4b52292a28c51b236\mix.wav,train\source\4fa9e9fb706a45e4b52292a28c51b236\1.wav,train\source\4fa9e9fb706a45e4b52292a28c51b236\2.wav,15.0
train\mix\4ff6ee98d30e4297b68c818f14c45a12\mix.wav,train\source\4ff6ee98d30e4297b68c818f14c45a12\1.wav,train\source\4ff6ee98d30e4297b68c818f14c45a12\2.wav,15.0
train\mix\5049cfd05578411892ab657a8f64ce7b\mix.wav,train\source\5049cfd05578411892ab657a8f64ce7b\1.wav,train\source\5049cfd05578411892ab657a8f64ce7b\2.wav,15.0
train\mix\50748661a0c8458c8dc24373da6c1aef\mix.wav,train\source\50748661a0c8458c8dc24373da6c1aef\1.wav,train\source\50748661a0c8458c8dc24373da6c1aef\2.wav,15.0
train\mix\512a611a717a42f0abfbcaf4bb0a1abe\mix.wav,train\source\512a611a717a42f0abfbcaf4bb0a1abe\1.wav,train\source\512a611a717a42f0abfbcaf4bb0a1abe\2.wav,15.0
train\mix\514afab5af2b460ea1c3034eda42ae17\mix.wav,train\source\514afab5af2b460ea1c3034eda42ae17\1.wav,train\source\514afab5af2b460ea1c3034eda42ae17\2.wav,15.0
train\mix\5241c30210484abba2bc63bf28b7c128\mix.wav,train\source\5241c30210484abba2bc63bf28b7c128\1.wav,train\source\5241c30210484abba2bc63bf28b7c128\2.wav,15.0
train\mix\526e1c6554a149c490f80d3ba6db6d84\mix.wav,train\source\526e1c6554a149c490f80d3ba6db6d84\1.wav,train\source\526e1c6554a149c490f80d3ba6db6d84\2.wav,15.0
train\mix\52aee469003541fca19a0512be72e35a\mix.wav,train\source\52aee469003541fca19a0512be72e35a\1.wav,train\source\52aee469003541fca19a0512be72e35a\2.wav,15.0
train\mix\52b257298a6c4d7a86c8fd2132c09254\mix.wav,train\source\52b257298a6c4d7a86c8fd2132c09254\1.wav,train\source\52b257298a6c4d7a86c8fd2132c09254\2.wav,15.0
train\mix\52bd702d598e42d9b98133754ea37c26\mix.wav,train\source\52bd702d598e42d9b98133754ea37c26\1.wav,train\source\52bd702d598e42d9b98133754ea37c26\2.wav,15.0
train\mix\52d892be795141fe8cad9b811790b377\mix.wav,train\source\52d892be795141fe8cad9b811790b377\1.wav,train\source\52d892be795141fe8cad9b811790b377\2.wav,15.0
train\mix\52fdaff57e6549b1abde485ed6466db0\mix.wav,train\source\52fdaff57e6549b1abde485ed6466db0\1.wav,train\source\52fdaff57e6549b1abde485ed6466db0\2.wav,15.0
train\mix\5302552c31db47d4998b69b64abc0fdc\mix.wav,train\source\5302552c31db47d4998b69b64abc0fdc\1.wav,train\source\5302552c31db47d4998b69b64abc0fdc\2.wav,15.0
train\mix\53b7f856ed314b139da7672b97647b61\mix.wav,train\source\53b7f856ed314b139da7672b97647b61\1.wav,train\source\53b7f856ed314b139da7672b97647b61\2.wav,15.0
train\mix\53c7c961523d4d53916ac362a1659b40\mix.wav,train\source\53c7c961523d4d53916ac362a1659b40\1.wav,train\source\53c7c961523d4d53916ac362a1659b40\2.wav,15.0
train\mix\541d5ed9ba0a459488dc1cd30701f232\mix.wav,train\source\541d5ed9ba0a459488dc1cd30701f232\1.wav,train\source\541d5ed9ba0a459488dc1cd30701f232\2.wav,15.0
train\mix\54278d64bb0e4f8e9ab1084e7ed56768\mix.wav,train\source\54278d64bb0e4f8e9ab1084e7ed56768\1.wav,train\source\54278d64bb0e4f8e9ab1084e7ed56768\2.wav,15.0
train\mix\5433a90552d14665b050809a5c364abe\mix.wav,train\source\5433a90552d14665b050809a5c364abe\1.wav,train\source\5433a90552d14665b050809a5c364abe\2.wav,15.0
train\mix\548f16a450254725911160f9d9fc1d9e\mix.wav,train\source\548f16a450254725911160f9d9fc1d9e\1.wav,train\source\548f16a450254725911160f9d9fc1d9e\2.wav,15.0
train\mix\559b2ff754ea425b8e5167f9e3ee7e41\mix.wav,train\source\559b2ff754ea425b8e5167f9e3ee7e41\1.wav,train\source\559b2ff754ea425b8e5167f9e3ee7e41\2.wav,15.0
train\mix\55a53de8f3ee4a5387844998661d5b99\mix.wav,train\source\55a53de8f3ee4a5387844998661d5b99\1.wav,train\source\55a53de8f3ee4a5387844998661d5b99\2.wav,15.0
train\mix\55bcfcfeada548558c89c52cac402fdd\mix.wav,train\source\55bcfcfeada548558c89c52cac402fdd\1.wav,train\source\55bcfcfeada548558c89c52cac402fdd\2.wav,15.0
train\mix\565d7d7e41154d6f9b8dc48e1fc3e685\mix.wav,train\source\565d7d7e41154d6f9b8dc48e1fc3e685\1.wav,train\source\565d7d7e41154d6f9b8dc48e1fc3e685\2.wav,15.0
train\mix\56c4e1d591274934b2fbc7bf0b28d942\mix.wav,train\source\56c4e1d591274934b2fbc7bf0b28d942\1.wav,train\source\56c4e1d591274934b2fbc7bf0b28d942\2.wav,15.0
train\mix\56c5490d2c3d48ad84b27287917e1562\mix.wav,train\source\56c5490d2c3d48ad84b27287917e1562\1.wav,train\source\56c5490d2c3d48ad84b27287917e1562\2.wav,15.0
train\mix\570cc46328994bd8b718d08c5ce325c8\mix.wav,train\source\570cc46328994bd8b718d08c5ce325c8\1.wav,train\source\570cc46328994bd8b718d08c5ce325c8\2.wav,15.0
train\mix\5745a0d489e84f56b76c342b11b3b181\mix.wav,train\source\5745a0d489e84f56b76c342b11b3b181\1.wav,train\source\5745a0d489e84f56b76c342b11b3b181\2.wav,15.0
train\mix\577ad3d70fa346988ae0b07c2160ca09\mix.wav,train\source\577ad3d70fa346988ae0b07c2160ca09\1.wav,train\source\577ad3d70fa346988ae0b07c2160ca09\2.wav,15.0
train\mix\57e23fcc4e7049ed8b25cd0b6aef70ec\mix.wav,train\source\57e23fcc4e7049ed8b25cd0b6aef70ec\1.wav,train\source\57e23fcc4e7049ed8b25cd0b6aef70ec\2.wav,15.0
train\mix\58305f613032482582ccbf557847ba2c\mix.wav,train\source\58305f613032482582ccbf557847ba2c\1.wav,train\source\58305f613032482582ccbf557847ba2c\2.wav,15.0
train\mix\5833d843a2aa45a9a4f2ed7fe9175f72\mix.wav,train\source\5833d843a2aa45a9a4f2ed7fe9175f72\1.wav,train\source\5833d843a2aa45a9a4f2ed7fe9175f72\2.wav,15.0
train\mix\583b7b37ec6e49f7a79051fc36d410b3\mix.wav,train\source\583b7b37ec6e49f7a79051fc36d410b3\1.wav,train\source\583b7b37ec6e49f7a79051fc36d410b3\2.wav,15.0
train\mix\5866a34187094bb880efca5a6b4ad6a7\mix.wav,train\source\5866a34187094bb880efca5a6b4ad6a7\1.wav,train\source\5866a34187094bb880efca5a6b4ad6a7\2.wav,15.0
train\mix\588e20b643de4295b85fbcd0c2d858f7\mix.wav,train\source\588e20b643de4295b85fbcd0c2d858f7\1.wav,train\source\588e20b643de4295b85fbcd0c2d858f7\2.wav,15.0
train\mix\589cd800cf5648048f1e173a9bc465a2\mix.wav,train\source\589cd800cf5648048f1e173a9bc465a2\1.wav,train\source\589cd800cf5648048f1e173a9bc465a2\2.wav,15.0
train\mix\58d3f36bc89540c8916875b0514ac814\mix.wav,train\source\58d3f36bc89540c8916875b0514ac814\1.wav,train\source\58d3f36bc89540c8916875b0514ac814\2.wav,15.0
train\mix\59dbf9f56d3e4db4960335d2cf60b0dd\mix.wav,train\source\59dbf9f56d3e4db4960335d2cf60b0dd\1.wav,train\source\59dbf9f56d3e4db4960335d2cf60b0dd\2.wav,15.0
train\mix\59df108b68694253a9c0b6f8b481658b\mix.wav,train\source\59df108b68694253a9c0b6f8b481658b\1.wav,train\source\59df108b68694253a9c0b6f8b481658b\2.wav,15.0
train\mix\59fbb0c1a5db43028111e02cba73400c\mix.wav,train\source\59fbb0c1a5db43028111e02cba73400c\1.wav,train\source\59fbb0c1a5db43028111e02cba73400c\2.wav,15.0
train\mix\5a3e1f9d5f8b46a59b6e878fdbe0c775\mix.wav,train\source\5a3e1f9d5f8b46a59b6e878fdbe0c775\1.wav,train\source\5a3e1f9d5f8b46a59b6e878fdbe0c775\2.wav,15.0
train\mix\5a8b5791c51e48fab2da2ed1f65d461d\mix.wav,train\source\5a8b5791c51e48fab2da2ed1f65d461d\1.wav,train\source\5a8b5791c51e48fab2da2ed1f65d461d\2.wav,15.0
train\mix\5a8f44a6825b4c289fc250aaf9b75552\mix.wav,train\source\5a8f44a6825b4c289fc250aaf9b75552\1.wav,train\source\5a8f44a6825b4c289fc250aaf9b75552\2.wav,15.0
train\mix\5ab52992e4aa4c41a711dd16f4d8d33f\mix.wav,train\source\5ab52992e4aa4c41a711dd16f4d8d33f\1.wav,train\source\5ab52992e4aa4c41a711dd16f4d8d33f\2.wav,15.0
train\mix\5ac033fb090e4c1c9a8905ba674bf644\mix.wav,train\source\5ac033fb090e4c1c9a8905ba674bf644\1.wav,train\source\5ac033fb090e4c1c9a8905ba674bf644\2.wav,15.0
train\mix\5ad180ea1b4b42568d829fd0ff0fa016\mix.wav,train\source\5ad180ea1b4b42568d829fd0ff0fa016\1.wav,train\source\5ad180ea1b4b42568d829fd0ff0fa016\2.wav,15.0
train\mix\5aeda47fa6d4447fb932d3643cd29b70\mix.wav,train\source\5aeda47fa6d4447fb932d3643cd29b70\1.wav,train\source\5aeda47fa6d4447fb932d3643cd29b70\2.wav,15.0
train\mix\5b3b257a74ec40e9a9267de1e418405a\mix.wav,train\source\5b3b257a74ec40e9a9267de1e418405a\1.wav,train\source\5b3b257a74ec40e9a9267de1e418405a\2.wav,15.0
train\mix\5cc8ec8c3f1a479a98bd369bb456f6be\mix.wav,train\source\5cc8ec8c3f1a479a98bd369bb456f6be\1.wav,train\source\5cc8ec8c3f1a479a98bd369bb456f6be\2.wav,15.0
train\mix\5cf70a0375f24ae48011504085dcb7b3\mix.wav,train\source\5cf70a0375f24ae48011504085dcb7b3\1.wav,train\source\5cf70a0375f24ae48011504085dcb7b3\2.wav,15.0
train\mix\5d2fb6e5506b486f8cccfc7355a08942\mix.wav,train\source\5d2fb6e5506b486f8cccfc7355a08942\1.wav,train\source\5d2fb6e5506b486f8cccfc7355a08942\2.wav,15.0
train\mix\5d60e134a6cb42a8b57e8144ebcc5938\mix.wav,train\source\5d60e134a6cb42a8b57e8144ebcc5938\1.wav,train\source\5d60e134a6cb42a8b57e8144ebcc5938\2.wav,15.0
train\mix\5d7d341c0a79494ebbfa0de9240e92c1\mix.wav,train\source\5d7d341c0a79494ebbfa0de9240e92c1\1.wav,train\source\5d7d341c0a79494ebbfa0de9240e92c1\2.wav,15.0
train\mix\5dca6eb438e045d89bde026108eb24ef\mix.wav,train\source\5dca6eb438e045d89bde026108eb24ef\1.wav,train\source\5dca6eb438e045d89bde026108eb24ef\2.wav,15.0
train\mix\5dd5e13f31ce4f41bb7e688e13c9f90b\mix.wav,train\source\5dd5e13f31ce4f41bb7e688e13c9f90b\1.wav,train\source\5dd5e13f31ce4f41bb7e688e13c9f90b\2.wav,15.0
train\mix\5e13f4b6aa7a4b61b23391686cdeae67\mix.wav,train\source\5e13f4b6aa7a4b61b23391686cdeae67\1.wav,train\source\5e13f4b6aa7a4b61b23391686cdeae67\2.wav,15.0
train\mix\5e1b2ba568d54fa59d483285b89da12d\mix.wav,train\source\5e1b2ba568d54fa59d483285b89da12d\1.wav,train\source\5e1b2ba568d54fa59d483285b89da12d\2.wav,15.0
train\mix\5ea9c93e03df49588d8114f3ab3b32cb\mix.wav,train\source\5ea9c93e03df49588d8114f3ab3b32cb\1.wav,train\source\5ea9c93e03df49588d8114f3ab3b32cb\2.wav,15.0
train\mix\5eb07c13fc034f46b812f6bd261317c3\mix.wav,train\source\5eb07c13fc034f46b812f6bd261317c3\1.wav,train\source\5eb07c13fc034f46b812f6bd261317c3\2.wav,15.0
train\mix\5ec27269da774070bfea8362c8f27b83\mix.wav,train\source\5ec27269da774070bfea8362c8f27b83\1.wav,train\source\5ec27269da774070bfea8362c8f27b83\2.wav,15.0
train\mix\5fc6a6d2b8814dae906fd4d72cd1cf76\mix.wav,train\source\5fc6a6d2b8814dae906fd4d72cd1cf76\1.wav,train\source\5fc6a6d2b8814dae906fd4d72cd1cf76\2.wav,15.0
train\mix\5fe7b32db16c4536aef10ce125b07891\mix.wav,train\source\5fe7b32db16c4536aef10ce125b07891\1.wav,train\source\5fe7b32db16c4536aef10ce125b07891\2.wav,15.0
train\mix\6026e573df0a4799b2d9aab3646a146b\mix.wav,train\source\6026e573df0a4799b2d9aab3646a146b\1.wav,train\source\6026e573df0a4799b2d9aab3646a146b\2.wav,15.0
train\mix\60dcec6a8e2f478e904ae0962ba41872\mix.wav,train\source\60dcec6a8e2f478e904ae0962ba41872\1.wav,train\source\60dcec6a8e2f478e904ae0962ba41872\2.wav,15.0
train\mix\60f02d244b3c48cc99cf2c6cdf66feaf\mix.wav,train\source\60f02d244b3c48cc99cf2c6cdf66feaf\1.wav,train\source\60f02d244b3c48cc99cf2c6cdf66feaf\2.wav,15.0
train\mix\60fbc287eaea4600bb1d8fb88eb62430\mix.wav,train\source\60fbc287eaea4600bb1d8fb88eb62430\1.wav,train\source\60fbc287eaea4600bb1d8fb88eb62430\2.wav,15.0
train\mix\61e4fae38561454d81c8c89f7d9b7add\mix.wav,train\source\61e4fae38561454d81c8c89f7d9b7add\1.wav,train\source\61e4fae38561454d81c8c89f7d9b7add\2.wav,15.0
train\mix\61e6ff5965db4284b02980b18a173380\mix.wav,train\source\61e6ff5965db4284b02980b18a173380\1.wav,train\source\61e6ff5965db4284b02980b18a173380\2.wav,15.0
train\mix\62197b7b77a341c9b8ad7be71d650edc\mix.wav,train\source\62197b7b77a341c9b8ad7be71d650edc\1.wav,train\source\62197b7b77a341c9b8ad7be71d650edc\2.wav,15.0
train\mix\6248607655cf4811883b612c0da61fd9\mix.wav,train\source\6248607655cf4811883b612c0da61fd9\1.wav,train\source\6248607655cf4811883b612c0da61fd9\2.wav,15.0
train\mix\626391e70cf34fd0a133747cc65e0033\mix.wav,train\source\626391e70cf34fd0a133747cc65e0033\1.wav,train\source\626391e70cf34fd0a133747cc65e0033\2.wav,15.0
train\mix\62d30dd6b20345729656e7a1f6fcddff\mix.wav,train\source\62d30dd6b20345729656e7a1f6fcddff\1.wav,train\source\62d30dd6b20345729656e7a1f6fcddff\2.wav,15.0
train\mix\62efb1a7e1d944f1bc161672afbc49ac\mix.wav,train\source\62efb1a7e1d944f1bc161672afbc49ac\1.wav,train\source\62efb1a7e1d944f1bc161672afbc49ac\2.wav,15.0
train\mix\6320e3dd70604087bee8573863e41d93\mix.wav,train\source\6320e3dd70604087bee8573863e41d93\1.wav,train\source\6320e3dd70604087bee8573863e41d93\2.wav,15.0
train\mix\6329959f67ea4ee48d0d18784cfb0888\mix.wav,train\source\6329959f67ea4ee48d0d18784cfb0888\1.wav,train\source\6329959f67ea4ee48d0d18784cfb0888\2.wav,15.0
train\mix\63aa58e122384b9b8ed7c885097ee91e\mix.wav,train\source\63aa58e122384b9b8ed7c885097ee91e\1.wav,train\source\63aa58e122384b9b8ed7c885097ee91e\2.wav,15.0
train\mix\63b6867648b64017a1c14d74930dfe7c\mix.wav,train\source\63b6867648b64017a1c14d74930dfe7c\1.wav,train\source\63b6867648b64017a1c14d74930dfe7c\2.wav,15.0
train\mix\641269b616664fc7bba4e5f51e6b7c22\mix.wav,train\source\641269b616664fc7bba4e5f51e6b7c22\1.wav,train\source\641269b616664fc7bba4e5f51e6b7c22\2.wav,15.0
train\mix\645ee9a9065145b3a99747d129f0a158\mix.wav,train\source\645ee9a9065145b3a99747d129f0a158\1.wav,train\source\645ee9a9065145b3a99747d129f0a158\2.wav,15.0
train\mix\646188ad2b0f4f969693d91cf00702fe\mix.wav,train\source\646188ad2b0f4f969693d91cf00702fe\1.wav,train\source\646188ad2b0f4f969693d91cf00702fe\2.wav,15.0
train\mix\64bfb6fcb7ea4adda875198591b44d4c\mix.wav,train\source\64bfb6fcb7ea4adda875198591b44d4c\1.wav,train\source\64bfb6fcb7ea4adda875198591b44d4c\2.wav,15.0
train\mix\6532cba96f894c2d89302449d01a5c18\mix.wav,train\source\6532cba96f894c2d89302449d01a5c18\1.wav,train\source\6532cba96f894c2d89302449d01a5c18\2.wav,15.0
train\mix\654343ccb86748e2ba19ec09f7b77b55\mix.wav,train\source\654343ccb86748e2ba19ec09f7b77b55\1.wav,train\source\654343ccb86748e2ba19ec09f7b77b55\2.wav,15.0
train\mix\659ae7a602e344aa9c58345ed34cecc0\mix.wav,train\source\659ae7a602e344aa9c58345ed34cecc0\1.wav,train\source\659ae7a602e344aa9c58345ed34cecc0\2.wav,15.0
train\mix\661cb010f91e4a4aa6f01e7da533099d\mix.wav,train\source\661cb010f91e4a4aa6f01e7da533099d\1.wav,train\source\661cb010f91e4a4aa6f01e7da533099d\2.wav,15.0
train\mix\664b053c5ae94a10870bb86a1290ab0f\mix.wav,train\source\664b053c5ae94a10870bb86a1290ab0f\1.wav,train\source\664b053c5ae94a10870bb86a1290ab0f\2.wav,15.0
train\mix\664e43e4dfd6421e8429824c4e774fcd\mix.wav,train\source\664e43e4dfd6421e8429824c4e774fcd\1.wav,train\source\664e43e4dfd6421e8429824c4e774fcd\2.wav,15.0
train\mix\66a910f7770f4b14ab5a11a2108100aa\mix.wav,train\source\66a910f7770f4b14ab5a11a2108100aa\1.wav,train\source\66a910f7770f4b14ab5a11a2108100aa\2.wav,15.0
train\mix\66a975074b834e4ca7eb86af7b127759\mix.wav,train\source\66a975074b834e4ca7eb86af7b127759\1.wav,train\source\66a975074b834e4ca7eb86af7b127759\2.wav,15.0
train\mix\66aa3d8c56af4b508eb58c18c91c69c3\mix.wav,train\source\66aa3d8c56af4b508eb58c18c91c69c3\1.wav,train\source\66aa3d8c56af4b508eb58c18c91c69c3\2.wav,15.0
train\mix\66c9c712ce4941d28ca5e1bb4bc6c8b6\mix.wav,train\source\66c9c712ce4941d28ca5e1bb4bc6c8b6\1.wav,train\source\66c9c712ce4941d28ca5e1bb4bc6c8b6\2.wav,15.0
train\mix\66f29ae987cc47cdba29eeec921af910\mix.wav,train\source\66f29ae987cc47cdba29eeec921af910\1.wav,train\source\66f29ae987cc47cdba29eeec921af910\2.wav,15.0
train\mix\677f245168814675acc55b33d47a7a42\mix.wav,train\source\677f245168814675acc55b33d47a7a42\1.wav,train\source\677f245168814675acc55b33d47a7a42\2.wav,15.0
train\mix\67809e05524a418e9d46ef338410f4a4\mix.wav,train\source\67809e05524a418e9d46ef338410f4a4\1.wav,train\source\67809e05524a418e9d46ef338410f4a4\2.wav,15.0
train\mix\67ada07cd9d74d3d8fcdf2351b3e3f76\mix.wav,train\source\67ada07cd9d74d3d8fcdf2351b3e3f76\1.wav,train\source\67ada07cd9d74d3d8fcdf2351b3e3f76\2.wav,15.0
train\mix\67d1737052db43fba1246ec6f02019de\mix.wav,train\source\67d1737052db43fba1246ec6f02019de\1.wav,train\source\67d1737052db43fba1246ec6f02019de\2.wav,15.0
train\mix\67d9177956b64642bb5b67a5f55e921c\mix.wav,train\source\67d9177956b64642bb5b67a5f55e921c\1.wav,train\source\67d9177956b64642bb5b67a5f55e921c\2.wav,15.0
train\mix\6857adac939141669f8a94f7e90f636c\mix.wav,train\source\6857adac939141669f8a94f7e90f636c\1.wav,train\source\6857adac939141669f8a94f7e90f636c\2.wav,15.0
train\mix\6871183d9e6945bcad604352446845f4\mix.wav,train\source\6871183d9e6945bcad604352446845f4\1.wav,train\source\6871183d9e6945bcad604352446845f4\2.wav,15.0
train\mix\688dab3986524d79a627aac0bfe54905\mix.wav,train\source\688dab3986524d79a627aac0bfe54905\1.wav,train\source\688dab3986524d79a627aac0bfe54905\2.wav,15.0
train\mix\6a39eb0fff15461ea01e5b48af208e08\mix.wav,train\source\6a39eb0fff15461ea01e5b48af208e08\1.wav,train\source\6a39eb0fff15461ea01e5b48af208e08\2.wav,15.0
train\mix\6a72aae558414d5ebf44bcf624f92105\mix.wav,train\source\6a72aae558414d5ebf44bcf624f92105\1.wav,train\source\6a72aae558414d5ebf44bcf624f92105\2.wav,15.0
train\mix\6b1f6ab7ce394f3fa42caa36fab1c51b\mix.wav,train\source\6b1f6ab7ce394f3fa42caa36fab1c51b\1.wav,train\source\6b1f6ab7ce394f3fa42caa36fab1c51b\2.wav,15.0
train\mix\6b2bee97859d42a1a52035729a483360\mix.wav,train\source\6b2bee97859d42a1a52035729a483360\1.wav,train\source\6b2bee97859d42a1a52035729a483360\2.wav,15.0
train\mix\6b47df83216c4ebdb40bd1fb39fa9ae5\mix.wav,train\source\6b47df83216c4ebdb40bd1fb39fa9ae5\1.wav,train\source\6b47df83216c4ebdb40bd1fb39fa9ae5\2.wav,15.0
train\mix\6b7df1a5de234b56b92e923e7e2290f4\mix.wav,train\source\6b7df1a5de234b56b92e923e7e2290f4\1.wav,train\source\6b7df1a5de234b56b92e923e7e2290f4\2.wav,15.0
train\mix\6c1f5e453dfd4bdaa68b3242e7ccd4f9\mix.wav,train\source\6c1f5e453dfd4bdaa68b3242e7ccd4f9\1.wav,train\source\6c1f5e453dfd4bdaa68b3242e7ccd4f9\2.wav,15.0
